Raga,Tonic,Filename,Link,Instrument,Start time,Artist,Gender,Channel,Bandish,End time,Notes
Narayani,A,Narayani_4,https://youtu.be/MRNkYR9xtFU?si=lKHxQw4gjTpSslfW,Vocal,,Malini Rajurkar,F,,,,
Narayani,D,Narayani_5,https://youtu.be/8cjbNwvgtCU?si=7tfuET4z9tTEmNKP,Flute,,Raj Rangayyan,M,,,,
Narayani,D,Narayani_6,https://youtu.be/DTzLBeo676Q?si=bmGeJAmtI6s__PIm,Vocal,,Debapriya Adhikary,F,,,,
Narayani,D#,Narayani_7,https://youtu.be/meSCEMoeJx8?si=wlZHgmS72vimremt,Vocal,,S N Ratanjankar,M,,,,
Narayani,C#,Narayani_8,https://youtu.be/H7LqH8jWBJ4?si=tLx8-YjjA2muSYAd,Vocal,,Mubarak Ali Khan,M,,,,
Nat Bhairav,C#,Nat Bhairav_1,https://youtu.be/JZnPFOH5vUg?si=4Y__JrNqlmY-ORkF,Vocal,,Ajoy Chakraborti,M,,,,
Nat Bhairav,D#,Nat Bhairav_2,https://youtu.be/3R0olDTS9wI?si=2FXvf17F_Tw3v-92,Vocal,,Vasantrao Deshpande,M,,,,
Nat Bhairav,C#,Nat Bhairav_3,https://youtu.be/7jPOwDapXiI?si=Mrrq3MUpShKFYCmP,Violin,,Manas Kumar,M,,,,
Nat Bhairav,D,Nat Bhairav_4,https://youtu.be/uMY_ECALRTU?si=04LjJP9gO3VtMQha,Vocal,,Arun Kashalkar,M,,,,
Nat Bhairav,A#,Nat Bhairav_5,https://youtu.be/YkJkwqJE0fU?si=1dmeuwBZ6ICKgTha,Vocal,,Kaushiki Chakraborti,F,,,,
Nat Bhairav,D,Nat Bhairav_6,https://youtu.be/M77-d0UISmw?si=NL8R7Yio1cJylyxc,Vocal,,Rashid Khan,M,,,,
Nat Bhairav,C#,Nat Bhairav_7,https://youtu.be/Crwj1Ze2T-A?si=4Q6jL3E4uEXadm-8,Vocal,,Amir Khan,M,,,,
Nat Bhairav,E,Nat Bhairav_8,https://youtu.be/xxAGsZzI7So?si=-s2bsG6H89aXZnqf,Sarangi,,Sultan Khan,M,,,,
Nat Bhairav,E,Nat Bhairav_9,https://youtu.be/jXHmB-wZDX0?si=khuYIUo8sxhGwa0b,Flute,,Hariprasad Chaurasia,M,,,,
Nat Bhairav,A,Nat Bhairav_10,https://youtu.be/G0V0q_yA49U?si=6AOMjvVNrVq76p_9,Vocal,,Nirali Kartik,F,,,,
Nayaki Kanada,D#,Nayaki Kanada_1,https://youtu.be/BwIyLj7VpQ0?si=_W5DXikSIyc_AuKV,Vocal,,Raghunandan Panshikar,M,,,,
Nayaki Kanada,E,Nayaki Kanada_2,https://youtu.be/VDDoGt2UM84?si=BMxcBLmcSGS9iz79,Vocal,,Mallikarjun Mansur,M,,,,
Nayaki Kanada,G#,Nayaki Kanada_3,https://youtu.be/ZiM72z7aPiQ?si=JNos2ySGrSV_GMki,Vocal,,Apoorva Gokhale,F,,,,
Nayaki Kanada,D,Nayaki Kanada_4,https://youtu.be/xZdI6oyOJa4?si=oFV5n-RBKZQgbP-M,Vocal,,Rashid Khan,M,,,,
Nayaki Kanada,A,Nayaki Kanada_5,https://youtu.be/qMQqrooHn3c?si=-vYl72J5fXpplJb9,Vocal,,Pratima Tilak,F,,,,
Nayaki Kanada,A#,Nayaki Kanada_6,https://youtu.be/J06A4nZ2lW4?si=cQPmjohJjrq86nj-,Vocal,,Manali Bose,F,1001 Bandishes,,,
Nayaki Kanada,A#,Nayaki Kanada_7,https://youtu.be/YPSgoighuz4?si=grvI0bcKELirJCyt,Vocal,,Ashwini Bhide,F,,,,
Nayaki Kanada,D#,Nayaki Kanada_8,https://youtu.be/L2ZbygWGd7E?si=k5ZdYe0oaABkUdzs,Vocal,,Ulhas Kashalkar,M,,,,
Nayaki Kanada,G#,Nayaki Kanada_9,https://youtu.be/XQBSkESiuZI?si=OSzRoqWdwRRqT7ds,Vocal,,Shruti Sadolikar,F,,,,
Pahadi,D#,Pahadi_1,https://youtu.be/EpdeNA8FHUU?si=lFCo6OMrtMCKEqO6,Vocal,,Ashwini Bhide,F,,,,
Pahadi,C#,Pahadi_2,https://youtu.be/BdSodSMqNcA?si=6IW9yvLidgA7N8bD,Vocal,,Abhishek Raghuram,M,,,,
Pahadi,D,Pahadi_3,https://youtu.be/lGN8HyClErk?si=dl-6kAmzpnYHRxzZ,Santoor,,Shivkumar Sharma,M,,,,
Pahadi,A#,Pahadi_4,https://youtu.be/oiyiMTKsAXI?si=JfC_jc_JELGvOTWS,Vocal,,Kaushiki Chakraborti,F,,,,
Pahadi,D,Pahadi_5,https://youtu.be/tA7R3WkE284?si=ydvck1zzyz8TjUiU,Vocal,,Ajoy Chakraborti,M,,,,
Pahadi,G,Pahadi_6,https://youtu.be/PgCmcqIeN0w?si=-so5lMAizqmnabo-,Flute,,Hariprasad Chaurasia,M,,,,
Pahadi,G,Pahadi_7,https://youtu.be/u3fJQ_XFoBI?si=Wq5EakdQDTYCbR6q,Vocal,,Rashid Khan,M,,,,
Pahadi,G,Pahadi_8,https://youtu.be/lgifZKA_f2Y?si=qwqp77W2_OKtCUyM,Flute,,Hariprasad Chaurasia,M,,,,
Pahadi,F#,Pahadi_9,https://youtu.be/UNhXLW3Se74?si=lR-frGv8HUN3vGxz,Vocal,,Ajoy Chakraborti,M,,,,
Pahadi,E,Pahadi_10,https://youtu.be/na3aEp1DeX4?si=gyJU5WRtZk6VyUW4,Flute,,Rakesh Chaurasia,M,,,,
Parameshwari,A#,Parameshwari_1,https://youtu.be/dRs56S5O-v8?si=zb3DKU2U7JFXGXze,Vocal,,Sawani Shende,F,,,,
Parameshwari,D,Parameshwari_2,https://youtu.be/2ywtkfHvbR8?si=XKkax8RpFaNt8z_-,Vocal,,Rashid Khan,M,,,,
Parameshwari,D,Parameshwari_3,https://youtu.be/bYeMfRD3Hi8?si=eGQymHdNaG-q1tfq,Sitar,,Kushal Das,M,,,,
Parameshwari,D,Parameshwari_4,https://youtu.be/G8wHA-rEnHo?si=TaxYsBH-OmPACaaS,Vocal,,Samaresh Chowdhury,M,,,,
Parameshwari,D,Parameshwari_5,https://youtu.be/Nin99dMWv_o?si=aM8l9CQnJYHrx0Y4,Vocal,,Prabhakar Karekar,M,,,,
Parameshwari,E,Parameshwari_6,https://youtu.be/HjR6o_TiPfA?si=wXax3HnMHmM5WNfA,Flute,,Ronu Majumdar,M,,,,
Parameshwari,D,Parameshwari_7,https://youtu.be/88X-qa4P3Iw?si=ZZlr37VDzze98m_P,Vocal,,Prabha Atre,F,,,,
Parameshwari,D,Parameshwari_8,https://youtu.be/dDGGVpQUrOo?si=rY2K_JCaWJ3zlj1A,Vocal,,Tejas Koparkar,M,,,,
Patdeep,E,Patdeep_1,https://youtu.be/wXuIa6OFOCE?si=hHhQOseCa8iHREAs,Vocal,,Venkatesh Kumar,M,,,,
Patdeep,D,Patdeep_2,https://youtu.be/P4UwqxAnWZs?si=csc9fSBiN4ikmDrO,Vocal,,Rashid Khan,M,,,,
Patdeep,B,Patdeep_3,https://youtu.be/eNKpNu9Ja8g?si=liKJmu92QvfV7nxF,Sarod,,Abhishek Borkar,M,,,,
Patdeep,G#,Patdeep_4,https://youtu.be/QxtUT8fUOS8?si=brVf736Jp4b1f7gj,Rudra Veena,,Bahauddin Dagar,M,,,,
Patdeep,D,Patdeep_5,https://youtu.be/DJCXKGC1FuM?si=kjy4hKNXDypBazXZ,Vocal,,Brajeshwar Mukherjee,M,,,,
Patdeep,A#,Patdeep_6,https://youtu.be/lp7gAzKvl0M?si=iBmHOEFrmfOVXz3-,Vocal,,Ashwini Bhide,F,,,,
Patdeep,E,Patdeep_7,https://youtu.be/fFdAR6znIlY?si=KsiZ9U60uWg_pLGA,Flute,,Hariprasad Chaurasia,M,,,,
Patdeep,E,Patdeep_8,https://youtu.be/ZMNOeX9UALk?si=XIcBOjqoN-dKnnr_,Sarangi,,Dilshad Khan,M,,,,
Patdeep,A#,Patdeep_9,https://youtu.be/jZp1dmcwV3s?si=h3maQ8sf4FRY6DLL,Vocal,,Atri Kotal,F,,,,
Patdeep,C#,Patdeep_10,https://youtu.be/ZwkjYAAsfKc?si=KgvettoULf_LTcqY,Vocal,,Ajoy Chakraborti,M,,,,
Pilu,D,Pilu_1,https://youtu.be/b4axavWSFoo?si=HNOkmys0bUm5_Xc-,Sitar,,Shahid Parvez,M,,,,
Pilu,D#,Pilu_2,https://youtu.be/smQYC1aARjA?si=or4y46qH9Tb8Xqm6,Vocal,,Venkatesh Kumar,M,,,,
Pilu,C#,Pilu_3,https://youtu.be/SpvSt1q-VoU?si=EnHscuIK2tctkQnS,Vocal,,Ajoy Chakraborti,M,,,,
Pilu,A#,Pilu_4,https://youtu.be/_XuJvTUNeRU?si=RLLV5HsB0jkihO8M,Vocal,,Kaushiki Chakraborti,F,,,,
Pilu,B,Pilu_5,https://youtu.be/vWjjooBAFz8?si=9ESQ1ra3aOmc-P-0,Vocal,,Manali Bose,F,1001 Bandishes,,,
Pilu,A#,Pilu_6,https://youtu.be/tIC9MSf0O_c?si=d0D8l1rQtdWG2DPJ,Sarod,,Amjad Ali Khan,M,,,,
Pilu,C#,Pilu_7,https://youtu.be/xfrdURs549g?si=pzEXMAuCVG0xALVH,Vocal,,Ghulam Ali,M,,,,
Poorvi,D#,Poorvi_1,https://youtu.be/_qyGPiXBfwc?si=qo1_sU0UfBKB8mVs,Vocal,,Mukul Kulkarni,M,,,,
Poorvi,D#,Poorvi_2,https://youtu.be/VD12iexjVqU?si=01MON3NdR2jJ71cm,Vocal,,Ulhas Kashalkar,M,,,,
Poorvi,C#,Poorvi_3,https://youtu.be/HjiBHC7Q8kM?si=xa-eQR3ch08DBmA3,Vocal,,Ajoy Chakraborti,M,,,,
Poorvi,C#,Poorvi_4,https://youtu.be/OGEqncJNu5o?si=2AsNAUBXm6FMEDVd,Vocal,,Sanjeev Abhyankar,M,,,,
Poorvi,A,Poorvi_5,https://youtu.be/_zpODC7mWNc?si=un2f0kK_XsOq0dD7,Vocal,,Hiranmayee S,F,,,,
Poorvi,D,Poorvi_6,https://youtu.be/ql3j5vHVhtY?si=zcllrXi7Jk-8YM4U,Vocal,,Rashid Khan,M,,,,
Poorvi,B,Poorvi_7,https://youtu.be/1KpPthHsjMo?si=b2FJxFNhQEGat-Vo,Vocal,,Kishori Amonkar,F,,,,
Poorvi,G#,Poorvi_8,https://youtu.be/c6A6g8NlroM?si=tlQpit1A54F2Ia_M,Vocal,,Apoorva Gokhale,F,,,,
Poorvi,A,Poorvi_9,https://youtu.be/lxVz0J9ilvU?si=ILuEMIDz5hUg9Gyc,Vocal,,Shashwati Mandal,F,,,,
Poorvi,C#,Poorvi_10,https://youtu.be/TtePkZkSL-0?si=fEi8UZm4qyRJpT70,Vocal,,Nivrutti Sarnaik,F,,,,
Puriya,C#,Puriya_1,https://youtu.be/d4o5hfzkXcw?si=q0jaD5fQhOOMkVvj,Vocal,,Anupama Bhagwat,F,,,,
Puriya,D#,Puriya_2,https://youtu.be/8XRxGdO475E?si=3cPHlUc2FteWqrD8,Vocal,,Bhimsen Joshi,M,,,,
Puriya,B,Puriya_3,https://youtu.be/jondMRB3VRQ?si=3hCzs1Fxb083b8uj,Vocal,,Zohrabai Agrewali,F,,,,
Puriya,D,Puriya_4,https://youtu.be/B_sCkyPfkmY?si=aEEpfhi3FrlkEklE,Vocal,,Rashid Khan,M,,,,
Puriya,D#,Puriya_5,https://youtu.be/VYVzqMyeiDg?si=3Oztl3PoconWAMuL,Vocal,,Venkatesh Kumar,M,,,,
Puriya,C#,Puriya_6,https://youtu.be/mSfbe2swHuU?si=4lcuDaIbfIblb_OT,Vocal,,Bhimsen Joshi,M,,,,
Puriya,D#,Puriya_7,https://youtu.be/r335-qG--fE?si=ho_-gWHctsoz4n80,Vocal,,Jitendra Abhisheki,M,,,,
Puriya,G#,Puriya_8,https://youtu.be/oAzl-jkUJdE?si=9GQKLPy1RINlo1Yq,Vocal,,Apoorva Gokhale,F,,,,
Puriya,D#,Puriya_9,https://youtu.be/LFP4Ff23gZ4?si=EVQQe0sYBniMx0Tu,Vocal,,Rajan Sajan Mishra,M,,,,
Puriya,E,Puriya_10,https://youtu.be/TY1T7KrvNX4?si=9ybyxBkPH4Ucfeys,Vocal,,Bhimsen Joshi,M,,,,
Puriya Dhanashree,D#,Puriya Dhanashree_1,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Puriya Dhanashree,D#,Puriya Dhanashree_2,,Vocal,,Bhimsen Joshi,M,CompMusic DB,,,
Puriya Dhanashree,E,Puriya Dhanashree_3,,Vocal,,Jayateerth Mevundi,M,CompMusic DB,,,
Puriya Dhanashree,F#,Puriya Dhanashree_4,,Vocal,,Kumar Gandharv,M,CompMusic DB,,,
Puriya Dhanashree,D#,Puriya Dhanashree_5,,Vocal,,"Rajnish Mishra, Ritesh Mishra",M,CompMusic DB,,,
Puriya Dhanashree,C#,Puriya Dhanashree_6,,Vocal,,Sanjeev Abhyankar,M,CompMusic DB,,,
Puriya Dhanashree,C#,Puriya Dhanashree_7,,Vocal,,Pt. Jasraj,M,CompMusic DB,,,
Puriya Dhanashree,F#,Puriya Dhanashree_8,,Vocal,,Kumar Gandharv,M,CompMusic DB,,,
Puriya Dhanashree,G#,Puriya Dhanashree_9,,Vocal,,Girija Devi,F,CompMusic DB,,,
Puriya Dhanashree,G#,Puriya Dhanashree_10,,Vocal,,Girija Devi,F,CompMusic DB,,,
Puriya Kalyan,E,Puriya Kalyan_1,https://youtu.be/WhuzYxmaPlc?si=qZlQUhpQmAooM5UC,Flute,,Prasad Bhandarkar,M,,,,
Puriya Kalyan,D,Puriya Kalyan_2,https://youtu.be/enUqv-HZcLE?si=_nNfrfC-f-DMgtjx,Vocal,,Rashid Khan,M,,,,
Puriya Kalyan,E,Puriya Kalyan_3,https://youtu.be/Xi3xlZyCqQQ?si=1oxKS5nPeaE6_nCv,Vocal,,Bhimsen Joshi,M,,,,
Puriya Kalyan,E,Puriya Kalyan_4,https://youtu.be/LVgVPrnTyJY?si=piIoVJfLbK_OP8UE,Flute,,Hariprasad Chaurasia,M,,,,
Puriya Kalyan,E,Puriya Kalyan_5,https://youtu.be/MHL0wzLYrzQ?si=oQTSWi5W3ZrvoTwM,Vocal,,Venkatesh Kumar,M,,,,
Puriya Kalyan,F,Puriya Kalyan_6,https://youtu.be/CFAfu1gQ08Q?si=Ms6OVEHuv_ce8YEp,Vocal,,Nusrat Fateh Ali Khan,M,,,,
Puriya Kalyan,A,Puriya Kalyan_7,https://youtu.be/AfEL3Fy61_Y?si=S79O3kBEI94SQrxI,Vocal,,Moumita Mitra,F,,,,
Puriya Kalyan,A,Puriya Kalyan_8,https://youtu.be/hA3A2xW9G0c?si=P6FOGzPIqhfIbVMt,Vocal,,Kaushiki Chakraborti,F,,,,
Puriya Kalyan,A#,Puriya Kalyan_9,https://youtu.be/DWLFnfaOL3s?si=Oclq8CXyzTwgy2CG,Vocal,,Kaushiki Chakraborti,F,,,,
Puriya Kalyan,A#,Puriya Kalyan_10,https://youtu.be/NvHsJPCPK3Q?si=TYaRklEpYmw2xH2-,Vocal,,Prabha Atre,F,,,,
Rageshri,A#,Rageshri_1,,Vocal,,Kishori Amonkar,F,CompMusic DB,,,
Rageshri,C#,Rageshri_2,,Vocal,,Sanjeev Abhyankar,M,CompMusic DB,,,
Rageshri,C#,Rageshri_3,,Vocal,,Sanjeev Abhyankar,M,CompMusic DB,,,
Rageshri,D,Rageshri_4,,Vocal,,Rashid Khan,M,CompMusic DB,,,
Rageshri,A#,Rageshri_5,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Rageshri,A#,Rageshri_6,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Rageshri,A#,Rageshri_7,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Rageshri,A#,Rageshri_8,,Vocal,,Kaushiki Chakraborti,F,CompMusic DB,,,
Rageshri,C#,Rageshri_9,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Rageshri,C#,Rageshri_10,,Vocal,,Ajoy Chakraborti,M,CompMusic DB,,,
Ramdasi Malhar,D#,Ramdasi Malhar_1,https://youtu.be/2_-o72eMxR0?si=Z0JUE3gm-6dAjokj,Vocal,,Venkatesh Kumar,M,,,,
Ramdasi Malhar,C#,Ramdasi Malhar_2,https://youtu.be/QnUxbihBh8Q?si=3i3cBkxqnKgJy5IN,Vocal,,Bhimsen Joshi,M,,,,
Ramdasi Malhar,A#,Ramdasi Malhar_3,https://youtu.be/VuziFHmr9hc?si=KpIVFq1xs_-pGYmI,Vocal,,Veena Sahasrabuddhe,F,,,,
Ramdasi Malhar,C#,Ramdasi Malhar_4,https://youtu.be/D1mTLI1ogXo?si=I6PYyAh4kwXFO_7j,Vocal,,Pt. Jasraj,M,,,,
Ramdasi Malhar,D#,Ramdasi Malhar_5,https://youtu.be/kpauR4kKF8Q?si=86f337uZD5K42vAs,Sitar,,Ravi Shankar,M,,,,
Ramdasi Malhar,A#,Ramdasi Malhar_6,https://youtu.be/LWg2hUVYAcE?si=iuALMg8qVhpdfb8x,Vocal,,Manali Bose,F,1001 Bandishes,,,
Ramdasi Malhar,D,Ramdasi Malhar_7,https://youtu.be/kL0QJ_MV1H0?si=J5c8Op_Eu_3KdJCi,Vocal,,Rashid Khan,M,,,,
Ramdasi Malhar,A#,Ramdasi Malhar_8,https://youtu.be/aNfZVeAO6dQ?si=mtn4yDhds3L6MXxG,Vocal,,Rashid Khan,M,,,,
Ramdasi Malhar,C#,Ramdasi Malhar_9,https://youtu.be/JHOwVL069lY?si=M78lr_Z5a60feyMU,Vocal,,Sanjeev Abhyankar,M,,,,
Ramdasi Malhar,B,Ramdasi Malhar_10,https://youtu.be/I8D-Cf51K6A?si=sPWt2QJ1ttx2j6I5,Vocal,,Manali Bose,F,1001 Bandishes,,,
Ramkali,D,Ramkali_1,https://youtu.be/DRQg2lqZavg?si=LODneS-52PhvaKy1,Vocal,,Aditya Madhavan,M,,,,
Ramkali,A,Ramkali_2,https://youtu.be/RYzFh_pUk6Q?si=KWiTWQMCESCdjyqt,Vocal,,Ashwini Bhide,F,,,,
Ramkali,C#,Ramkali_3,https://youtu.be/W3hSyzZ4pGA?si=eTexv4kV7rOElcuT,Vocal,,Bhimsen Joshi,M,,,,
Ramkali,D,Ramkali_4,https://youtu.be/SYg-f3NOVac?si=PS7vqdS6tdvHQUUo,Vocal,,Omkar Dadarkar,M,,,,
Ramkali,A,Ramkali_5,https://youtu.be/Z1kxnraQFnc?si=CdO8r4g5GQjLfO0d,Vocal,,Manjusha Kulkarni,F,,,,
Ramkali,D,Ramkali_6,https://youtu.be/F22c85xmSPM?si=BsKM2KgThz7xRDcb,Vocal,,D V Paluskar,M,,,,
Ramkali,D#,Ramkali_7,https://youtu.be/TjjFda4hiPo?si=qtzp4BZLIFewA0CJ,Vocal,,Rajan Sajan Mishra,M,,,,
Ramkali,D#,Ramkali_8,https://youtu.be/FJLVq145BlQ?si=aCgNwDbBqszRo17n,Vocal,,Ulhas Kashalkar,M,,,,
Ramkali,G#,Ramkali_9,https://youtu.be/XKL0wIZRO-E?si=YYPOic3pLxthDzsB,Vocal,,Moumita Mitra,F,,,,
Salagavarali,A#,Salagavarali_1,https://youtu.be/dANHj4UuZnQ?si=gCbhOaH90PdCWSg0,Vocal,,Malini Rajurkar,F,,,,
Salagavarali,D#,Salagavarali_2,https://youtu.be/WTwZRTTepTY?si=rzG43H8PolPj5F8B,Vocal,,Vasantrao Deshpande,M,,,,
Salagavarali,C#,Salagavarali_3,https://youtu.be/y5afu9af9yM?si=b6zwABd848zsTMPk,Vocal,,Uday Bhawalkar,M,,,,
Salagavarali,G#,Salagavarali_4,https://youtu.be/IRVbguCS2TM?si=3Bq3lmxQvXI3BBca,Vocal,,Archana Kanhere,F,,,,
Salagavarali,A#,Salagavarali_5,https://youtu.be/hOGDb_e0ykk?si=mpA7Cg0vnBFGSVd_,Vocal,,Parveen Sultana,F,,,,
Salagavarali,G#,Salagavarali_6,https://youtu.be/vgVNZnlXpa0?si=Ve4Uz21CTGyepBZh,Vocal,,Moumita Mitra,F,,,,
Salagavarali,A#,Salagavarali_7,https://youtu.be/WOql4gBdk3g?si=EfjibtzqWovmSKrI,Vocal,,Prabha Atre,F,,,,
Salagavarali,E,Salagavarali_8,https://youtu.be/cCtY1FwtAow?si=0qFw5tw15UWUBIo6,Vocal,,Vasantrao Deshpande,M,,,,
Salagavarali,C,Salagavarali_9,https://youtu.be/AxOv9YCKb8g?si=Ml44feiZNbFCG3i7,Vocal,,Suman Yadav,M,,,,
Salagavarali,D#,Salagavarali_10,https://youtu.be/UeDW6A1iYv4?si=R8kh630r8GfB1xge,Vocal,,Kashyap Bandhu,M,,,,
Sarang,D,Sarang_1,https://youtu.be/4Y4UZagZNm0?si=7-knSkTZs_3pZViP,Vocal,,Rashid Khan,M,,,,
Sarang,A#,Sarang_2,https://youtu.be/PzCZomuHVVQ?si=6rpC2ZBvHgxEBsWP,Vocal,,Kaushiki Chakraborti,F,,,,
Sarang,E,Sarang_3,https://youtu.be/CTNw2Q_A3sc?si=1Ip4qcQpXTg6-2Tl,Flute,,Hariprasad Chaurasia,M,,,,
Sarang,B,Sarang_4,https://youtu.be/_WnWK6z6Lh4?si=G3Xwmv-vL8x90VVs,Vocal,,Kishori Amonkar,F,,,,
Sarang,A#,Sarang_5,https://youtu.be/WIMDQH4nUoc?si=zqQ5tSU1IIkqHg4B,Vocal,,Ashwini Bhide,F,,,,
Sarang,D,Sarang_6,https://youtu.be/qMJ8Yr9U5Ss?si=0nk9xfsUdPlK4cpm,Vocal,,Amir Khan,M,,,,
Sarang,F#,Sarang_7,https://youtu.be/CM7QGjMt6Bk?si=ENDMV3DaHfqmIAvS,Vocal,,Kumar Gandharv,M,,,,
Sarang,G#,Sarang_8,https://youtu.be/zfCGyEEbhLc?si=A-QMoURyMUIMV_h9,Vocal,,Vasundhara Komkali,F,,,,
Sarang,C#,Sarang_9,https://youtu.be/mh_IJ0uZTJ4?si=cYjSy_IUk26A7HwI,Vocal,,Pt. Jasraj,M,,,,
Sarang,E,Sarang_10,https://youtu.be/j0FTmlZRe1s?si=K-z38z5S3bl55tOK,Vocal,,Rajan Sajan Mishra,M,,,,
Saraswati,D#,Saraswati_1,https://youtu.be/81eOUFc7J4w?si=nR7XEsA8hgGse-Dx,Vocal,,Venkatesh Kumar,M,,,,
Saraswati,D,Saraswati_2,https://youtu.be/Jl5gH-OhaPs?si=AgAYxFthi3nSXIXj,Vocal,,Arun Kashalkar,M,,,,
Saraswati,D,Saraswati_3,https://youtu.be/oMsN2v861Yk?si=tFtPiQI6A6ouNDJJ,Sitar,,Shahid Parvez,M,,,,
Saraswati,D#,Saraswati_4,https://youtu.be/bPnePIYfLx0?si=OJKH8HnPud-K43FJ,Vocal,,Rajan Sajan Mishra,M,,,,
Saraswati,C#,Saraswati_5,https://youtu.be/OD8qYnJ7bdY?si=JkPJPBVPZAO5UOc8,Vocal,,Sanjeev Abhyankar,M,,,,
Saraswati,D#,Saraswati_6,https://youtu.be/gE8o2800V7k?si=4BAZ022fjEHgfc35,Vocal,,Rashid Khan,M,,,,
Saraswati,D,Saraswati_7,https://youtu.be/j2bSmRNOAfo?si=6P2Z38h_3VzHp5aQ,Vocal,,Abby V,M,,,,
Saraswati,A,Saraswati_8,https://youtu.be/HicwKMUMQUc?si=aMtbHl7xTyHCcUUt,Vocal,,Moumita Mitra,F,,,,
Saraswati,D#,Saraswati_9,https://youtu.be/hhFeX7xb8x0?si=gOXBgV900jF2De9j,Vocal,,Ghulam Hasan Khan,M,,,,
Saraswati,D,Saraswati_10,https://youtu.be/-a02vTZ_UF4?si=fZcJWwYwpC4Cjipz,Vocal,,Rashid Khan,M,,,,
Shahana,C#,Shahana_1,https://youtu.be/-BOgoqt2eZ0?si=FvRRXS4WG867NZSr,Sitar,,Anupama Bhagwat,F,,,,
Shahana,D,Shahana_2,https://www.youtube.com/watch?v=vua6dQrJEkQ,Vocal,,Rashid Khan,M,,,,
Shahana,D#,Shahana_3,https://youtu.be/J0SkzPaOgwc?si=ygqtG1_Kz56dwYlz,Vocal,,Ulhas Kashalkar,M,,,,
Shahana,D,Shahana_4,https://youtu.be/v9tlvBywXOo?si=mvOHOq2F3DlmVAos,Vocal,,Amir Khan,M,,,,
Shahana,C#,Shahana_5,https://youtu.be/N5IMMOFrgv4?si=GZKu0AeMdWJ_WDfo,Sitar,,Roopa Panesar,F,,,,
Shahana,C#,Shahana_6,https://youtu.be/ECWzL8LIFQw?si=JsEUdVbH4WabCXKJ,Vocal,,Uday Bhawalkar,M,,,,
Shahana,B,Shahana_7,https://youtu.be/O92sdlDyd0Q?si=gmhDKaXX2CFfkCgw,Vocal,,Manali Bose,F,1001 Bandishes,,,
Shahana,C,Shahana_8,https://youtu.be/LZ2oLN7AsGo?si=pARmYffsWUrZzexM,Sarod,,Rajrupa Chowdhury,F,,,,
Shankara,C#,Shankara_1,https://youtu.be/Gf96sPfHitw?si=-_rxAnDi8b2waP7y,Vocal,,Pt. Jasraj,M,,,,
Shankara,A#,Shankara_2,https://youtu.be/cJ7WYq11wFg?si=m--9YU2kR-n9f37l,Vocal,,Ranjani Ramachandran,F,,,,
Shankara,D#,Shankara_3,https://youtu.be/W1q_rh1d-Mw?si=kCVOgyl-1CrmX1u2,Vocal,,Venkatesh Kumar,M,,,,
Shankara,E,Shankara_4,https://youtu.be/oJYkFY07aAQ?si=ufse93Q8Hf_mAihq,Vocal,,Milind Sheorey,M,,,,
Shankara,A,Shankara_5,https://youtu.be/mJlboZ8DcEg?si=-aC9FI06n1ULlzab,Vocal,,Kishori Amonkar,F,,,,
Shankara,D,Shankara_6,https://youtu.be/0ry0i1RU9kk?si=pdk0_JHmDpyEE-IF,Vocal,,Rashid Khan,M,,,,
Shankara,C#,Shankara_7,https://youtu.be/H8HdglX3Goo?si=4JNDCG0hfepDem23,Vocal,,Upendra Bhatt,M,,,,
Shankara,C#,Shankara_8,https://youtu.be/SIjGNm0EbHw?si=lIP2YGB8uRM3X4Zm,Vocal,,Ajoy Chakraborti,M,,,,
Shankara,C#,Shankara_9,https://youtu.be/92hWGOeZupE?si=G2UMgX8gUZakdeYN,Vocal,,Anirudh Verma Collective,M,,,,
Shivranjani,E,Shivranjani_1,https://youtu.be/jQRTd2p2taE?si=CtAxY9jV1CTvEiTw,Vocal,,Gurinder Singh,M,,,,
Shivranjani,D#,Shivranjani_2,https://youtu.be/o0xx_z9rQqk?si=UF4GZ1wpXEYvKSJp,Vocal,,Rajan Sajan Mishra,M,,,,
Shivranjani,A#,Shivranjani_3,https://youtu.be/4cJGELPdwW0?si=iwoMs4S0mK-2kXD1,Vocal,,Angad Gaikwad,M,,,,
Shivranjani,E,Shivranjani_4,https://youtu.be/7QuDEx3_Ygo?si=HQQ9bAHneNZQoaJ0,Flute,,Prasad Bhandarkar,M,,,,
Shivranjani,D,Shivranjani_5,https://youtu.be/r2oQkbbqA2Y?si=xuaA1SvQtuhnUiSO,Sitar,,Debaprasad Chakraborti,M,,,,
Shivranjani,D,Shivranjani_6,https://youtu.be/FHqenKqsZHM?si=y-dK8kvSA-zvlrmO,Vocal,,Jignesh Tilawat,M,,,,
Shobhawari,D#,Shobhawari_1,https://youtu.be/dl7a-sDQniw?si=NS59tyQF2IZeHrjL,Vocal,,Krishna Bisht,F,,,,
Shobhawari,C#,Shobhawari_2,https://youtu.be/T-hxEksWa84?si=DNsalODUBNtkWJh-,Vocal,,Abhijith Shenoy,M,,,,
