Raga,Tonic,Filename,Link,Instrument,Gender,Artist,Channel,Bandish,Start time,End time,Notes
Narayani,A#,Narayani_2,https://youtu.be/7nUARP2jpOs?si=DnR5eVWNRaB1aWRG,Vocal,F,Malini Rajurkar,,,,,
Narayani,C#,Narayani_3,https://youtu.be/ADGzWbZzElw?si=BWGk-GXNXd8BWukA,Vocal,F,Jayanta Bose,,,,,
Narayani,A,Narayani_4,https://youtu.be/MRNkYR9xtFU?si=lKHxQw4gjTpSslfW,Vocal,F,Malini Rajurkar,,,,,
Narayani,D,Narayani_5,https://youtu.be/8cjbNwvgtCU?si=7tfuET4z9tTEmNKP,Flute,M,Raj Rangayyan,,,,,
Narayani,D,Narayani_6,https://youtu.be/DTzLBeo676Q?si=bmGeJAmtI6s__PIm,Vocal,F,Debapriya Adhikary,,,,,
Narayani,D#,Narayani_7,https://youtu.be/meSCEMoeJx8?si=wlZHgmS72vimremt,Vocal,M,S N Ratanjankar,,,,,
Narayani,C#,Narayani_8,https://youtu.be/H7LqH8jWBJ4?si=tLx8-YjjA2muSYAd,Vocal,M,Mubarak Ali Khan,,,,,
Nat Bhairav,C#,Nat Bhairav_1,https://youtu.be/JZnPFOH5vUg?si=4Y__JrNqlmY-ORkF,Vocal,M,Ajoy Chakraborti,,,,,
Nat Bhairav,D#,Nat Bhairav_2,https://youtu.be/3R0olDTS9wI?si=2FXvf17F_Tw3v-92,Vocal,M,Vasantrao Deshpande,,,,,
Nat Bhairav,C#,Nat Bhairav_3,https://youtu.be/7jPOwDapXiI?si=Mrrq3MUpShKFYCmP,Violin,M,Manas Kumar,,,,,
Nat Bhairav,D,Nat Bhairav_4,https://youtu.be/uMY_ECALRTU?si=04LjJP9gO3VtMQha,Vocal,M,Arun Kashalkar,,,,,
Nat Bhairav,A#,Nat Bhairav_5,https://youtu.be/YkJkwqJE0fU?si=1dmeuwBZ6ICKgTha,Vocal,F,Kaushiki Chakraborti,,,,,
Nat Bhairav,D,Nat Bhairav_6,https://youtu.be/M77-d0UISmw?si=NL8R7Yio1cJylyxc,Vocal,M,Rashid Khan,,,,,
Nat Bhairav,C#,Nat Bhairav_7,https://youtu.be/Crwj1Ze2T-A?si=4Q6jL3E4uEXadm-8,Vocal,M,Amir Khan,,,,,
Nat Bhairav,E,Nat Bhairav_8,https://youtu.be/xxAGsZzI7So?si=-s2bsG6H89aXZnqf,Sarangi,M,Sultan Khan,,,,,
Nat Bhairav,E,Nat Bhairav_9,https://youtu.be/jXHmB-wZDX0?si=khuYIUo8sxhGwa0b,Flute,M,Hariprasad Chaurasia,,,,,
Nat Bhairav,A,Nat Bhairav_10,https://youtu.be/G0V0q_yA49U?si=6AOMjvVNrVq76p_9,Vocal,F,Nirali Kartik,,,,,
Nayaki Kanada,D#,Nayaki Kanada_1,https://youtu.be/BwIyLj7VpQ0?si=_W5DXikSIyc_AuKV,Vocal,M,Raghunandan Panshikar,,,,,
Nayaki Kanada,E,Nayaki Kanada_2,https://youtu.be/VDDoGt2UM84?si=BMxcBLmcSGS9iz79,Vocal,M,Mallikarjun Mansur,,,,,
Nayaki Kanada,G#,Nayaki Kanada_3,https://youtu.be/ZiM72z7aPiQ?si=JNos2ySGrSV_GMki,Vocal,F,Apoorva Gokhale,,,,,
Nayaki Kanada,D,Nayaki Kanada_4,https://youtu.be/xZdI6oyOJa4?si=oFV5n-RBKZQgbP-M,Vocal,M,Rashid Khan,,,,,
Nayaki Kanada,A,Nayaki Kanada_5,https://youtu.be/qMQqrooHn3c?si=-vYl72J5fXpplJb9,Vocal,F,Pratima Tilak,,,,,
Nayaki Kanada,A#,Nayaki Kanada_6,https://youtu.be/J06A4nZ2lW4?si=cQPmjohJjrq86nj-,Vocal,F,Manali Bose,1001 Bandishes,,,,
Nayaki Kanada,A#,Nayaki Kanada_7,https://youtu.be/YPSgoighuz4?si=grvI0bcKELirJCyt,Vocal,F,Ashwini Bhide,,,,,
Nayaki Kanada,D#,Nayaki Kanada_8,https://youtu.be/L2ZbygWGd7E?si=k5ZdYe0oaABkUdzs,Vocal,M,Ulhas Kashalkar,,,,,
Nayaki Kanada,G#,Nayaki Kanada_9,https://youtu.be/XQBSkESiuZI?si=OSzRoqWdwRRqT7ds,Vocal,F,Shruti Sadolikar,,,,,
Pahadi,D#,Pahadi_1,https://youtu.be/EpdeNA8FHUU?si=lFCo6OMrtMCKEqO6,Vocal,F,Ashwini Bhide,,,,,
Pahadi,C#,Pahadi_2,https://youtu.be/BdSodSMqNcA?si=6IW9yvLidgA7N8bD,Vocal,M,Abhishek Raghuram,,,,,
Pahadi,D,Pahadi_3,https://youtu.be/lGN8HyClErk?si=dl-6kAmzpnYHRxzZ,Santoor,M,Shivkumar Sharma,,,,,
Pahadi,A#,Pahadi_4,https://youtu.be/oiyiMTKsAXI?si=JfC_jc_JELGvOTWS,Vocal,F,Kaushiki Chakraborti,,,,,
Pahadi,D,Pahadi_5,https://youtu.be/tA7R3WkE284?si=ydvck1zzyz8TjUiU,Vocal,M,Ajoy Chakraborti,,,,,
Pahadi,G,Pahadi_6,https://youtu.be/PgCmcqIeN0w?si=-so5lMAizqmnabo-,Flute,M,Hariprasad Chaurasia,,,,,
Pahadi,G,Pahadi_7,https://youtu.be/u3fJQ_XFoBI?si=Wq5EakdQDTYCbR6q,Vocal,M,Rashid Khan,,,,,
Pahadi,G,Pahadi_8,https://youtu.be/lgifZKA_f2Y?si=qwqp77W2_OKtCUyM,Flute,M,Hariprasad Chaurasia,,,,,
Pahadi,F#,Pahadi_9,https://youtu.be/UNhXLW3Se74?si=lR-frGv8HUN3vGxz,Vocal,M,Ajoy Chakraborti,,,,,
Pahadi,E,Pahadi_10,https://youtu.be/na3aEp1DeX4?si=gyJU5WRtZk6VyUW4,Flute,M,Rakesh Chaurasia,,,,,
Parameshwari,A#,Parameshwari_1,https://youtu.be/dRs56S5O-v8?si=zb3DKU2U7JFXGXze,Vocal,F,Sawani Shende,,,,,
Parameshwari,D,Parameshwari_2,https://youtu.be/2ywtkfHvbR8?si=XKkax8RpFaNt8z_-,Vocal,M,Rashid Khan,,,,,
Parameshwari,D,Parameshwari_3,https://youtu.be/bYeMfRD3Hi8?si=eGQymHdNaG-q1tfq,Sitar,M,Kushal Das,,,,,
Parameshwari,D,Parameshwari_4,https://youtu.be/G8wHA-rEnHo?si=TaxYsBH-OmPACaaS,Vocal,M,Samaresh Chowdhury,,,,,
Parameshwari,D,Parameshwari_5,https://youtu.be/Nin99dMWv_o?si=aM8l9CQnJYHrx0Y4,Vocal,M,Prabhakar Karekar,,,,,
Parameshwari,E,Parameshwari_6,https://youtu.be/HjR6o_TiPfA?si=wXax3HnMHmM5WNfA,Flute,M,Ronu Majumdar,,,,,
Parameshwari,D,Parameshwari_7,https://youtu.be/88X-qa4P3Iw?si=ZZlr37VDzze98m_P,Vocal,F,Prabha Atre,,,,,
Parameshwari,D,Parameshwari_8,https://youtu.be/dDGGVpQUrOo?si=rY2K_JCaWJ3zlj1A,Vocal,M,Tejas Koparkar,,,,,
Patdeep,E,Patdeep_1,https://youtu.be/wXuIa6OFOCE?si=hHhQOseCa8iHREAs,Vocal,M,Venkatesh Kumar,,,,,
Patdeep,D,Patdeep_2,https://youtu.be/P4UwqxAnWZs?si=csc9fSBiN4ikmDrO,Vocal,M,Rashid Khan,,,,,
Patdeep,B,Patdeep_3,https://youtu.be/eNKpNu9Ja8g?si=liKJmu92QvfV7nxF,Sarod,M,Abhishek Borkar,,,,,
Patdeep,G#,Patdeep_4,https://youtu.be/QxtUT8fUOS8?si=brVf736Jp4b1f7gj,Rudra Veena,M,Bahauddin Dagar,,,,,
Patdeep,D,Patdeep_5,https://youtu.be/DJCXKGC1FuM?si=kjy4hKNXDypBazXZ,Vocal,M,Brajeshwar Mukherjee,,,,,
Patdeep,A#,Patdeep_6,https://youtu.be/lp7gAzKvl0M?si=iBmHOEFrmfOVXz3-,Vocal,F,Ashwini Bhide,,,,,
Patdeep,E,Patdeep_7,https://youtu.be/fFdAR6znIlY?si=KsiZ9U60uWg_pLGA,Flute,M,Hariprasad Chaurasia,,,,,
Patdeep,E,Patdeep_8,https://youtu.be/ZMNOeX9UALk?si=XIcBOjqoN-dKnnr_,Sarangi,M,Dilshad Khan,,,,,
Patdeep,A#,Patdeep_9,https://youtu.be/jZp1dmcwV3s?si=h3maQ8sf4FRY6DLL,Vocal,F,Atri Kotal,,,,,
Patdeep,C#,Patdeep_10,https://youtu.be/ZwkjYAAsfKc?si=KgvettoULf_LTcqY,Vocal,M,Ajoy Chakraborti,,,,,
Pilu,D,Pilu_1,https://youtu.be/b4axavWSFoo?si=HNOkmys0bUm5_Xc-,Sitar,M,Shahid Parvez,,,,,
Pilu,D#,Pilu_2,https://youtu.be/smQYC1aARjA?si=or4y46qH9Tb8Xqm6,Vocal,M,Venkatesh Kumar,,,,,
Pilu,C#,Pilu_3,https://youtu.be/SpvSt1q-VoU?si=EnHscuIK2tctkQnS,Vocal,M,Ajoy Chakraborti,,,,,
Pilu,A#,Pilu_4,https://youtu.be/_XuJvTUNeRU?si=RLLV5HsB0jkihO8M,Vocal,F,Kaushiki Chakraborti,,,,,
Pilu,B,Pilu_5,https://youtu.be/vWjjooBAFz8?si=9ESQ1ra3aOmc-P-0,Vocal,F,Manali Bose,1001 Bandishes,,,,
Pilu,A#,Pilu_6,https://youtu.be/tIC9MSf0O_c?si=d0D8l1rQtdWG2DPJ,Sarod,M,Amjad Ali Khan,,,,,
Pilu,C#,Pilu_7,https://youtu.be/xfrdURs549g?si=pzEXMAuCVG0xALVH,Vocal,M,Ghulam Ali,,,,,
Poorvi,D#,Poorvi_1,https://youtu.be/_qyGPiXBfwc?si=qo1_sU0UfBKB8mVs,Vocal,M,Mukul Kulkarni,,,,,
Poorvi,D#,Poorvi_2,https://youtu.be/VD12iexjVqU?si=01MON3NdR2jJ71cm,Vocal,M,Ulhas Kashalkar,,,,,
Poorvi,C#,Poorvi_3,https://youtu.be/HjiBHC7Q8kM?si=xa-eQR3ch08DBmA3,Vocal,M,Ajoy Chakraborti,,,,,
Poorvi,C#,Poorvi_4,https://youtu.be/OGEqncJNu5o?si=2AsNAUBXm6FMEDVd,Vocal,M,Sanjeev Abhyankar,,,,,
Poorvi,A,Poorvi_5,https://youtu.be/_zpODC7mWNc?si=un2f0kK_XsOq0dD7,Vocal,F,Hiranmayee S,,,,,
Poorvi,D,Poorvi_6,https://youtu.be/ql3j5vHVhtY?si=zcllrXi7Jk-8YM4U,Vocal,M,Rashid Khan,,,,,
Poorvi,B,Poorvi_7,https://youtu.be/1KpPthHsjMo?si=b2FJxFNhQEGat-Vo,Vocal,F,Kishori Amonkar,,,,,
Poorvi,G#,Poorvi_8,https://youtu.be/c6A6g8NlroM?si=tlQpit1A54F2Ia_M,Vocal,F,Apoorva Gokhale,,,,,
Poorvi,A,Poorvi_9,https://youtu.be/lxVz0J9ilvU?si=ILuEMIDz5hUg9Gyc,Vocal,F,Shashwati Mandal,,,,,
Poorvi,C#,Poorvi_10,https://youtu.be/TtePkZkSL-0?si=fEi8UZm4qyRJpT70,Vocal,F,Nivrutti Sarnaik,,,,,
Puriya,C#,Puriya_1,https://youtu.be/d4o5hfzkXcw?si=q0jaD5fQhOOMkVvj,Vocal,F,Anupama Bhagwat,,,,,
Puriya,D#,Puriya_2,https://youtu.be/8XRxGdO475E?si=3cPHlUc2FteWqrD8,Vocal,M,Bhimsen Joshi,,,,,
Puriya,B,Puriya_3,https://youtu.be/jondMRB3VRQ?si=3hCzs1Fxb083b8uj,Vocal,F,Zohrabai Agrewali,,,,,
Puriya,D,Puriya_4,https://youtu.be/B_sCkyPfkmY?si=aEEpfhi3FrlkEklE,Vocal,M,Rashid Khan,,,,,
Puriya,D#,Puriya_5,https://youtu.be/VYVzqMyeiDg?si=3Oztl3PoconWAMuL,Vocal,M,Venkatesh Kumar,,,,,
Puriya,C#,Puriya_6,https://youtu.be/mSfbe2swHuU?si=4lcuDaIbfIblb_OT,Vocal,M,Bhimsen Joshi,,,,,
Puriya,D#,Puriya_7,https://youtu.be/r335-qG--fE?si=ho_-gWHctsoz4n80,Vocal,M,Jitendra Abhisheki,,,,,
Puriya,G#,Puriya_8,https://youtu.be/oAzl-jkUJdE?si=9GQKLPy1RINlo1Yq,Vocal,F,Apoorva Gokhale,,,,,
Puriya,D#,Puriya_9,https://youtu.be/LFP4Ff23gZ4?si=EVQQe0sYBniMx0Tu,Vocal,M,Rajan Sajan Mishra,,,,,
Puriya,E,Puriya_10,https://youtu.be/TY1T7KrvNX4?si=9ybyxBkPH4Ucfeys,Vocal,M,Bhimsen Joshi,,,,,
Puriya Dhanashree,D#,Puriya Dhanashree_1,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Puriya Dhanashree,D#,Puriya Dhanashree_2,,Vocal,M,Bhimsen Joshi,CompMusic DB,,,,
Puriya Dhanashree,E,Puriya Dhanashree_3,,Vocal,M,Jayateerth Mevundi,CompMusic DB,,,,
Puriya Dhanashree,F#,Puriya Dhanashree_4,,Vocal,M,Kumar Gandharv,CompMusic DB,,,,
Puriya Dhanashree,D#,Puriya Dhanashree_5,,Vocal,M,"Rajnish Mishra, Ritesh Mishra",CompMusic DB,,,,
Puriya Dhanashree,C#,Puriya Dhanashree_6,,Vocal,M,Sanjeev Abhyankar,CompMusic DB,,,,
Puriya Dhanashree,C#,Puriya Dhanashree_7,,Vocal,M,Pt. Jasraj,CompMusic DB,,,,
Puriya Dhanashree,F#,Puriya Dhanashree_8,,Vocal,M,Kumar Gandharv,CompMusic DB,,,,
Puriya Dhanashree,G#,Puriya Dhanashree_9,,Vocal,F,Girija Devi,CompMusic DB,,,,
Puriya Dhanashree,G#,Puriya Dhanashree_10,,Vocal,F,Girija Devi,CompMusic DB,,,,
Puriya Kalyan,E,Puriya Kalyan_1,https://youtu.be/WhuzYxmaPlc?si=qZlQUhpQmAooM5UC,Flute,M,Prasad Bhandarkar,,,,,
Puriya Kalyan,D,Puriya Kalyan_2,https://youtu.be/enUqv-HZcLE?si=_nNfrfC-f-DMgtjx,Vocal,M,Rashid Khan,,,,,
Puriya Kalyan,E,Puriya Kalyan_3,https://youtu.be/Xi3xlZyCqQQ?si=1oxKS5nPeaE6_nCv,Vocal,M,Bhimsen Joshi,,,,,
Puriya Kalyan,E,Puriya Kalyan_4,https://youtu.be/LVgVPrnTyJY?si=piIoVJfLbK_OP8UE,Flute,M,Hariprasad Chaurasia,,,,,
Puriya Kalyan,E,Puriya Kalyan_5,https://youtu.be/MHL0wzLYrzQ?si=oQTSWi5W3ZrvoTwM,Vocal,M,Venkatesh Kumar,,,,,
Puriya Kalyan,F,Puriya Kalyan_6,https://youtu.be/CFAfu1gQ08Q?si=Ms6OVEHuv_ce8YEp,Vocal,M,Nusrat Fateh Ali Khan,,,,,
Puriya Kalyan,A,Puriya Kalyan_7,https://youtu.be/AfEL3Fy61_Y?si=S79O3kBEI94SQrxI,Vocal,F,Moumita Mitra,,,,,
Puriya Kalyan,A,Puriya Kalyan_8,https://youtu.be/hA3A2xW9G0c?si=P6FOGzPIqhfIbVMt,Vocal,F,Kaushiki Chakraborti,,,,,
Puriya Kalyan,A#,Puriya Kalyan_9,https://youtu.be/DWLFnfaOL3s?si=Oclq8CXyzTwgy2CG,Vocal,F,Kaushiki Chakraborti,,,,,
Puriya Kalyan,A#,Puriya Kalyan_10,https://youtu.be/NvHsJPCPK3Q?si=TYaRklEpYmw2xH2-,Vocal,F,Prabha Atre,,,,,
Rageshri,A#,Rageshri_1,,Vocal,F,Kishori Amonkar,CompMusic DB,,,,
Rageshri,C#,Rageshri_2,,Vocal,M,Sanjeev Abhyankar,CompMusic DB,,,,
Rageshri,C#,Rageshri_3,,Vocal,M,Sanjeev Abhyankar,CompMusic DB,,,,
Rageshri,D,Rageshri_4,,Vocal,M,Rashid Khan,CompMusic DB,,,,
Rageshri,A#,Rageshri_5,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Rageshri,A#,Rageshri_6,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Rageshri,A#,Rageshri_7,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Rageshri,A#,Rageshri_8,,Vocal,F,Kaushiki Chakraborti,CompMusic DB,,,,
Rageshri,C#,Rageshri_9,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Rageshri,C#,Rageshri_10,,Vocal,M,Ajoy Chakraborti,CompMusic DB,,,,
Ramdasi Malhar,D#,Ramdasi Malhar_1,https://youtu.be/2_-o72eMxR0?si=Z0JUE3gm-6dAjokj,Vocal,M,Venkatesh Kumar,,,,,
Ramdasi Malhar,C#,Ramdasi Malhar_2,https://youtu.be/QnUxbihBh8Q?si=3i3cBkxqnKgJy5IN,Vocal,M,Bhimsen Joshi,,,,,
Ramdasi Malhar,A#,Ramdasi Malhar_3,https://youtu.be/VuziFHmr9hc?si=KpIVFq1xs_-pGYmI,Vocal,F,Veena Sahasrabuddhe,,,,,
Ramdasi Malhar,C#,Ramdasi Malhar_4,https://youtu.be/D1mTLI1ogXo?si=I6PYyAh4kwXFO_7j,Vocal,M,Pt. Jasraj,,,,,
Ramdasi Malhar,D#,Ramdasi Malhar_5,https://youtu.be/kpauR4kKF8Q?si=86f337uZD5K42vAs,Sitar,M,Ravi Shankar,,,,,
Ramdasi Malhar,A#,Ramdasi Malhar_6,https://youtu.be/LWg2hUVYAcE?si=iuALMg8qVhpdfb8x,Vocal,F,Manali Bose,1001 Bandishes,,,,
Ramdasi Malhar,D,Ramdasi Malhar_7,https://youtu.be/kL0QJ_MV1H0?si=J5c8Op_Eu_3KdJCi,Vocal,M,Rashid Khan,,,,,
Ramdasi Malhar,A#,Ramdasi Malhar_8,https://youtu.be/aNfZVeAO6dQ?si=mtn4yDhds3L6MXxG,Vocal,M,Rashid Khan,,,,,
Ramdasi Malhar,C#,Ramdasi Malhar_9,https://youtu.be/JHOwVL069lY?si=M78lr_Z5a60feyMU,Vocal,M,Sanjeev Abhyankar,,,,,
Ramdasi Malhar,B,Ramdasi Malhar_10,https://youtu.be/I8D-Cf51K6A?si=sPWt2QJ1ttx2j6I5,Vocal,F,Manali Bose,1001 Bandishes,,,,
Ramkali,D,Ramkali_1,https://youtu.be/DRQg2lqZavg?si=LODneS-52PhvaKy1,Vocal,M,Aditya Madhavan,,,,,
Ramkali,A,Ramkali_2,https://youtu.be/RYzFh_pUk6Q?si=KWiTWQMCESCdjyqt,Vocal,F,Ashwini Bhide,,,,,
Ramkali,C#,Ramkali_3,https://youtu.be/W3hSyzZ4pGA?si=eTexv4kV7rOElcuT,Vocal,M,Bhimsen Joshi,,,,,
Ramkali,D,Ramkali_4,https://youtu.be/SYg-f3NOVac?si=PS7vqdS6tdvHQUUo,Vocal,M,Omkar Dadarkar,,,,,
Ramkali,A,Ramkali_5,https://youtu.be/Z1kxnraQFnc?si=CdO8r4g5GQjLfO0d,Vocal,F,Manjusha Kulkarni,,,,,
Ramkali,D,Ramkali_6,https://youtu.be/F22c85xmSPM?si=BsKM2KgThz7xRDcb,Vocal,M,D V Paluskar,,,,,
Ramkali,D#,Ramkali_7,https://youtu.be/TjjFda4hiPo?si=qtzp4BZLIFewA0CJ,Vocal,M,Rajan Sajan Mishra,,,,,
Ramkali,D#,Ramkali_8,https://youtu.be/FJLVq145BlQ?si=aCgNwDbBqszRo17n,Vocal,M,Ulhas Kashalkar,,,,,
Ramkali,G#,Ramkali_9,https://youtu.be/XKL0wIZRO-E?si=YYPOic3pLxthDzsB,Vocal,F,Moumita Mitra,,,,,
Salagavarali,A#,Salagavarali_1,https://youtu.be/dANHj4UuZnQ?si=gCbhOaH90PdCWSg0,Vocal,F,Malini Rajurkar,,,,,
Salagavarali,D#,Salagavarali_2,https://youtu.be/WTwZRTTepTY?si=rzG43H8PolPj5F8B,Vocal,M,Vasantrao Deshpande,,,,,
Salagavarali,C#,Salagavarali_3,https://youtu.be/y5afu9af9yM?si=b6zwABd848zsTMPk,Vocal,M,Uday Bhawalkar,,,,,
Salagavarali,G#,Salagavarali_4,https://youtu.be/IRVbguCS2TM?si=3Bq3lmxQvXI3BBca,Vocal,F,Archana Kanhere,,,,,
Salagavarali,A#,Salagavarali_5,https://youtu.be/hOGDb_e0ykk?si=mpA7Cg0vnBFGSVd_,Vocal,F,Parveen Sultana,,,,,
Salagavarali,G#,Salagavarali_6,https://youtu.be/vgVNZnlXpa0?si=Ve4Uz21CTGyepBZh,Vocal,F,Moumita Mitra,,,,,
Salagavarali,A#,Salagavarali_7,https://youtu.be/WOql4gBdk3g?si=EfjibtzqWovmSKrI,Vocal,F,Prabha Atre,,,,,
Salagavarali,E,Salagavarali_8,https://youtu.be/cCtY1FwtAow?si=0qFw5tw15UWUBIo6,Vocal,M,Vasantrao Deshpande,,,,,
Salagavarali,C,Salagavarali_9,https://youtu.be/AxOv9YCKb8g?si=Ml44feiZNbFCG3i7,Vocal,M,Suman Yadav,,,,,
Salagavarali,D#,Salagavarali_10,https://youtu.be/UeDW6A1iYv4?si=R8kh630r8GfB1xge,Vocal,M,Kashyap Bandhu,,,,,
Sarang,D,Sarang_1,https://youtu.be/4Y4UZagZNm0?si=7-knSkTZs_3pZViP,Vocal,M,Rashid Khan,,,,,
Sarang,A#,Sarang_2,https://youtu.be/PzCZomuHVVQ?si=6rpC2ZBvHgxEBsWP,Vocal,F,Kaushiki Chakraborti,,,,,
Sarang,E,Sarang_3,https://youtu.be/CTNw2Q_A3sc?si=1Ip4qcQpXTg6-2Tl,Flute,M,Hariprasad Chaurasia,,,,,
Sarang,B,Sarang_4,https://youtu.be/_WnWK6z6Lh4?si=G3Xwmv-vL8x90VVs,Vocal,F,Kishori Amonkar,,,,,
Sarang,A#,Sarang_5,https://youtu.be/WIMDQH4nUoc?si=zqQ5tSU1IIkqHg4B,Vocal,F,Ashwini Bhide,,,,,
Sarang,D,Sarang_6,https://youtu.be/qMJ8Yr9U5Ss?si=0nk9xfsUdPlK4cpm,Vocal,M,Amir Khan,,,,,
Sarang,F#,Sarang_7,https://youtu.be/CM7QGjMt6Bk?si=ENDMV3DaHfqmIAvS,Vocal,M,Kumar Gandharv,,,,,
Sarang,G#,Sarang_8,https://youtu.be/zfCGyEEbhLc?si=A-QMoURyMUIMV_h9,Vocal,F,Vasundhara Komkali,,,,,
Sarang,C#,Sarang_9,https://youtu.be/mh_IJ0uZTJ4?si=cYjSy_IUk26A7HwI,Vocal,M,Pt. Jasraj,,,,,
Sarang,E,Sarang_10,https://youtu.be/j0FTmlZRe1s?si=K-z38z5S3bl55tOK,Vocal,M,Rajan Sajan Mishra,,,,,
Saraswati,D#,Saraswati_1,https://youtu.be/81eOUFc7J4w?si=nR7XEsA8hgGse-Dx,Vocal,M,Venkatesh Kumar,,,,,
Saraswati,D,Saraswati_2,https://youtu.be/Jl5gH-OhaPs?si=AgAYxFthi3nSXIXj,Vocal,M,Arun Kashalkar,,,,,
Saraswati,D,Saraswati_3,https://youtu.be/oMsN2v861Yk?si=tFtPiQI6A6ouNDJJ,Sitar,M,Shahid Parvez,,,,,
Saraswati,D#,Saraswati_4,https://youtu.be/bPnePIYfLx0?si=OJKH8HnPud-K43FJ,Vocal,M,Rajan Sajan Mishra,,,,,
Saraswati,C#,Saraswati_5,https://youtu.be/OD8qYnJ7bdY?si=JkPJPBVPZAO5UOc8,Vocal,M,Sanjeev Abhyankar,,,,,
Saraswati,D#,Saraswati_6,https://youtu.be/gE8o2800V7k?si=4BAZ022fjEHgfc35,Vocal,M,Rashid Khan,,,,,
Saraswati,D,Saraswati_7,https://youtu.be/j2bSmRNOAfo?si=6P2Z38h_3VzHp5aQ,Vocal,M,Abby V,,,,,
Saraswati,A,Saraswati_8,https://youtu.be/HicwKMUMQUc?si=aMtbHl7xTyHCcUUt,Vocal,F,Moumita Mitra,,,,,
Saraswati,D#,Saraswati_9,https://youtu.be/hhFeX7xb8x0?si=gOXBgV900jF2De9j,Vocal,M,Ghulam Hasan Khan,,,,,
Saraswati,D,Saraswati_10,https://youtu.be/-a02vTZ_UF4?si=fZcJWwYwpC4Cjipz,Vocal,M,Rashid Khan,,,,,
Shahana,C#,Shahana_1,https://youtu.be/-BOgoqt2eZ0?si=FvRRXS4WG867NZSr,Sitar,F,Anupama Bhagwat,,,,,
Shahana,D,Shahana_2,https://www.youtube.com/watch?v=vua6dQrJEkQ,Vocal,M,Rashid Khan,,,,,
Shahana,D#,Shahana_3,https://youtu.be/J0SkzPaOgwc?si=ygqtG1_Kz56dwYlz,Vocal,M,Ulhas Kashalkar,,,,,
Shahana,D,Shahana_4,https://youtu.be/v9tlvBywXOo?si=mvOHOq2F3DlmVAos,Vocal,M,Amir Khan,,,,,
Shahana,C#,Shahana_5,https://youtu.be/N5IMMOFrgv4?si=GZKu0AeMdWJ_WDfo,Sitar,F,Roopa Panesar,,,,,
Shahana,C#,Shahana_6,https://youtu.be/ECWzL8LIFQw?si=JsEUdVbH4WabCXKJ,Vocal,M,Uday Bhawalkar,,,,,
Shahana,B,Shahana_7,https://youtu.be/O92sdlDyd0Q?si=gmhDKaXX2CFfkCgw,Vocal,F,Manali Bose,1001 Bandishes,,,,
Shahana,C,Shahana_8,https://youtu.be/LZ2oLN7AsGo?si=pARmYffsWUrZzexM,Sarod,F,Rajrupa Chowdhury,,,,,
Shankara,C#,Shankara_1,https://youtu.be/Gf96sPfHitw?si=-_rxAnDi8b2waP7y,Vocal,M,Pt. Jasraj,,,,,
Shankara,A#,Shankara_2,https://youtu.be/cJ7WYq11wFg?si=m--9YU2kR-n9f37l,Vocal,F,Ranjani Ramachandran,,,,,
Shankara,D#,Shankara_3,https://youtu.be/W1q_rh1d-Mw?si=kCVOgyl-1CrmX1u2,Vocal,M,Venkatesh Kumar,,,,,
Shankara,E,Shankara_4,https://youtu.be/oJYkFY07aAQ?si=ufse93Q8Hf_mAihq,Vocal,M,Milind Sheorey,,,,,
Shankara,A,Shankara_5,https://youtu.be/mJlboZ8DcEg?si=-aC9FI06n1ULlzab,Vocal,F,Kishori Amonkar,,,,,
Shankara,D,Shankara_6,https://youtu.be/0ry0i1RU9kk?si=pdk0_JHmDpyEE-IF,Vocal,M,Rashid Khan,,,,,
Shankara,C#,Shankara_7,https://youtu.be/H8HdglX3Goo?si=4JNDCG0hfepDem23,Vocal,M,Upendra Bhatt,,,,,
Shankara,C#,Shankara_8,https://youtu.be/SIjGNm0EbHw?si=lIP2YGB8uRM3X4Zm,Vocal,M,Ajoy Chakraborti,,,,,
Shankara,C#,Shankara_9,https://youtu.be/92hWGOeZupE?si=G2UMgX8gUZakdeYN,Vocal,M,Anirudh Verma Collective,,,,,
Shivranjani,E,Shivranjani_1,https://youtu.be/jQRTd2p2taE?si=CtAxY9jV1CTvEiTw,Vocal,M,Gurinder Singh,,,,,
Shivranjani,D#,Shivranjani_2,https://youtu.be/o0xx_z9rQqk?si=UF4GZ1wpXEYvKSJp,Vocal,M,Rajan Sajan Mishra,,,,,
Shivranjani,A#,Shivranjani_3,https://youtu.be/4cJGELPdwW0?si=iwoMs4S0mK-2kXD1,Vocal,M,Angad Gaikwad,,,,,
Shivranjani,E,Shivranjani_4,https://youtu.be/7QuDEx3_Ygo?si=HQQ9bAHneNZQoaJ0,Flute,M,Prasad Bhandarkar,,,,,
Shivranjani,D,Shivranjani_5,https://youtu.be/r2oQkbbqA2Y?si=xuaA1SvQtuhnUiSO,Sitar,M,Debaprasad Chakraborti,,,,,
Shivranjani,D,Shivranjani_6,https://youtu.be/FHqenKqsZHM?si=y-dK8kvSA-zvlrmO,Vocal,M,Jignesh Tilawat,,,,,
